Id,MSSubClass,LotArea,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,ExterQual,BsmtQual,TotalBsmtSF,CentralAir,Electrical,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,PoolArea,MoSold,YrSold,SaleType,SaleCondition,SalePrice
491,160,2665,MeadowV,2Story,5,6,1976,Gable,TA,Gd,264,Y,SBrkr,1304,1,3,1,TA,4,1,1,336,0,6,2008,WD,Normal,115000
492,50,9490,NAmes,1.5Fin,6,7,1941,Gable,TA,TA,806,Y,FuseA,1578,1,3,1,Fa,5,2,1,240,0,8,2006,WD,Normal,133000
493,60,15578,Gilbert,2Story,6,5,2006,Gable,Gd,Gd,728,Y,SBrkr,1456,2,3,1,TA,8,0,2,429,0,5,2006,New,Partial,172785
494,20,7931,NAmes,1Story,5,6,1960,Gable,TA,TA,1269,Y,FuseA,1269,1,3,1,TA,6,1,1,308,0,6,2008,WD,Normal,155000
495,30,5784,OldTown,1Story,5,8,1938,Gable,TA,Fa,190,Y,FuseA,886,1,2,1,TA,4,0,1,273,0,12,2009,WD,Normal,91300
496,30,7879,IDOTRR,1Story,4,5,1920,Gable,TA,TA,720,N,FuseA,720,1,2,1,TA,4,0,0,0,0,11,2009,WD,Abnorml,34900
497,20,12692,NoRidge,1Story,8,5,1992,Hip,Gd,Gd,3200,Y,SBrkr,3228,3,4,1,Gd,10,1,2,546,0,5,2007,WD,Normal,430000
498,50,9120,BrkSide,1.5Fin,7,6,1925,Gable,TA,TA,1026,Y,SBrkr,1820,2,4,1,TA,8,0,1,240,0,6,2008,WD,Normal,184000
499,20,7800,Sawyer,1Story,5,7,1967,Hip,TA,TA,864,Y,SBrkr,899,1,3,1,Gd,5,0,1,288,0,6,2009,WD,Normal,130000
500,20,7535,NAmes,1Story,5,7,1958,Gable,TA,TA,912,Y,SBrkr,912,1,2,1,TA,5,0,1,297,0,6,2007,WD,Normal,120000
501,160,1890,BrDale,2Story,6,5,1973,Gable,TA,TA,672,Y,SBrkr,1218,1,3,1,TA,7,0,1,264,0,5,2007,WD,Normal,113000
502,60,9803,Somerst,2Story,7,5,2005,Gable,Gd,Gd,866,Y,SBrkr,1768,2,3,1,Gd,7,0,2,603,0,2,2008,WD,Normal,226700
503,20,9170,Edwards,1Story,5,7,1965,Hip,TA,TA,1214,Y,SBrkr,1214,1,2,1,TA,6,0,2,461,0,4,2007,WD,Normal,140000
504,20,15602,Crawfor,1Story,7,8,1959,Gable,TA,TA,1501,Y,SBrkr,1801,2,1,1,TA,6,2,2,484,0,3,2010,WD,Normal,289000
505,160,2308,NPkVill,2Story,6,5,1974,Gable,TA,TA,855,Y,SBrkr,1322,2,3,1,TA,6,1,2,440,0,6,2009,WD,Normal,147000
506,90,7596,OldTown,2Story,5,5,1952,Hip,TA,TA,960,Y,SBrkr,1960,2,4,2,TA,10,0,2,400,0,7,2009,COD,Normal,124500
507,60,9554,SawyerW,2Story,8,5,1993,Gable,Gd,Gd,777,Y,SBrkr,1911,2,3,1,Gd,8,1,2,471,0,9,2006,WD,Normal,215000
508,20,7862,Somerst,1Story,6,5,2009,Gable,Gd,Gd,1218,Y,SBrkr,1218,2,2,1,Gd,4,0,2,676,0,9,2009,New,Partial,208300
509,70,9600,OldTown,2Story,7,9,1928,Gambrel,TA,TA,689,Y,SBrkr,1378,2,3,1,Gd,7,1,2,360,0,10,2008,WD,Normal,161000
510,20,9600,NAmes,1Story,5,6,1959,Gable,TA,TA,1041,Y,SBrkr,1041,1,3,1,TA,6,0,1,270,0,7,2009,WD,Normal,124500
511,20,14559,NAmes,1Story,5,7,1951,Hip,Gd,TA,1008,Y,SBrkr,1363,1,2,1,TA,6,2,1,288,0,6,2009,WD,Normal,164900
512,120,6792,NridgHt,1Story,7,5,2005,Gable,Gd,Gd,1368,Y,SBrkr,1368,2,2,1,Gd,6,1,2,474,0,3,2006,New,Partial,202665
513,20,9100,NAmes,1Story,5,5,1958,Gable,TA,TA,864,Y,SBrkr,864,1,3,1,TA,5,0,2,624,0,7,2006,WD,Normal,129900
514,20,9187,Mitchel,1Story,6,5,1983,Gable,TA,TA,1084,Y,SBrkr,1080,1,3,1,TA,5,0,2,484,0,6,2007,WD,Normal,134000
515,45,10594,Crawfor,1.5Unf,5,5,1926,Gable,TA,TA,768,N,SBrkr,789,1,2,1,TA,5,0,1,200,0,6,2007,WD,Normal,96500
516,20,12220,NridgHt,1Story,10,5,2009,Hip,Ex,Ex,2006,Y,SBrkr,2020,2,3,1,Ex,9,1,3,900,0,9,2009,New,Partial,402861
517,80,10448,NWAmes,SLvl,6,6,1972,Gable,TA,TA,689,Y,SBrkr,2119,2,3,1,TA,7,1,2,583,0,8,2009,COD,Abnorml,158000
518,60,10208,NoRidge,2Story,7,5,1996,Gable,Gd,Gd,1264,Y,SBrkr,2344,2,3,1,Gd,7,1,3,889,0,7,2009,WD,Normal,265000
519,60,9531,CollgCr,2Story,6,5,1998,Gable,TA,Gd,794,Y,SBrkr,1796,2,3,1,TA,7,0,2,546,0,5,2007,WD,Normal,211000
520,70,10918,Crawfor,2Story,7,9,1926,Gambrel,Gd,Gd,1276,Y,SBrkr,2080,1,3,1,Gd,9,2,1,282,0,6,2009,WD,Normal,234000
521,190,10800,OldTown,2Story,4,7,1900,Gable,TA,NA,0,N,FuseA,1294,2,3,2,TA,7,0,0,0,0,8,2008,WD,Normal,106250
522,20,11988,NAmes,1Story,6,6,1957,Gable,TA,TA,1244,Y,FuseA,1244,1,3,1,TA,6,2,1,336,0,5,2007,WD,Normal,150000
523,50,5000,BrkSide,1.5Fin,6,7,1947,Gable,TA,TA,1004,Y,SBrkr,1664,2,3,1,TA,7,2,2,420,0,10,2006,WD,Normal,159000
524,60,40094,Edwards,2Story,10,5,2007,Hip,Ex,Ex,3138,Y,SBrkr,4676,3,3,1,Ex,11,1,3,884,0,10,2007,New,Partial,184750
525,60,11787,NoRidge,2Story,7,5,1996,Gable,Gd,Gd,1379,Y,SBrkr,2398,2,3,1,Gd,8,1,3,834,0,8,2007,WD,Normal,315750
526,20,7500,Somerst,1Story,7,5,2005,Gable,Gd,Gd,1257,Y,SBrkr,1266,2,3,1,Gd,6,1,2,453,0,4,2006,WD,Normal,176000
527,20,13300,NAmes,1Story,5,7,1956,Hip,TA,Gd,928,Y,SBrkr,928,1,2,1,TA,4,0,1,252,0,6,2007,WD,Normal,132000
528,60,14948,NridgHt,2Story,9,5,2008,Hip,Ex,Ex,1452,Y,SBrkr,2713,2,3,1,Ex,11,1,3,858,0,11,2008,New,Partial,446261
529,30,9098,Edwards,1Story,4,7,1920,Gable,TA,TA,528,Y,SBrkr,605,1,2,1,TA,5,0,0,0,0,7,2007,WD,Normal,86000
530,20,32668,Crawfor,1Story,6,3,1957,Hip,Gd,TA,2035,Y,SBrkr,2515,3,4,2,TA,9,2,2,484,0,3,2007,WD,Alloca,200624
531,80,10200,Timber,SLvl,6,5,1988,Gable,Gd,Gd,1461,Y,SBrkr,1509,2,3,1,Gd,5,1,2,600,0,8,2008,WD,Abnorml,175000
532,70,6155,BrkSide,2Story,6,8,1920,Gable,TA,Fa,611,Y,SBrkr,1362,2,3,1,TA,6,0,2,502,0,6,2008,WD,Normal,128000
533,20,7200,NAmes,1Story,5,7,1955,Gable,TA,NA,0,Y,SBrkr,827,1,2,1,TA,5,1,1,392,0,4,2010,WD,Normal,107500
534,20,5000,BrkSide,1Story,1,3,1946,Gable,Fa,NA,0,N,FuseF,334,1,1,1,Fa,2,0,0,0,0,1,2007,WD,Normal,39300
535,60,9056,Gilbert,2Story,8,5,2004,Gable,Gd,Ex,707,Y,SBrkr,1414,2,3,1,Gd,6,1,2,403,0,10,2006,WD,Normal,178000
536,190,7000,Edwards,2Story,5,7,1910,Gable,TA,Gd,1117,Y,SBrkr,1347,1,3,1,TA,5,0,0,0,0,1,2008,WD,Normal,107500
537,60,8924,CollgCr,2Story,7,5,1998,Gable,TA,Gd,880,Y,SBrkr,1724,2,3,1,Gd,8,0,2,527,0,7,2008,WD,Normal,188000
538,20,12735,NAmes,1Story,4,5,1972,Hip,TA,TA,864,Y,SBrkr,864,1,3,1,TA,5,0,2,576,0,4,2008,COD,Normal,111250
539,20,11553,Sawyer,1Story,5,5,1968,Hip,TA,TA,1051,Y,SBrkr,1159,1,3,1,TA,7,1,1,336,0,7,2006,WD,Normal,158000
540,20,11423,CollgCr,1Story,8,5,2001,Gable,Gd,Gd,1581,Y,SBrkr,1601,2,3,1,Gd,6,1,2,670,0,5,2010,WD,Normal,272000
541,20,14601,Timber,1Story,9,5,2006,Hip,Ex,Ex,1838,Y,SBrkr,1838,2,2,1,Ex,8,1,3,765,0,3,2009,WD,Normal,315000
542,60,11000,NoRidge,2Story,8,5,2000,Gable,Gd,Gd,969,Y,SBrkr,2285,2,4,1,Gd,8,1,3,648,0,6,2007,WD,Normal,248000
543,20,10140,NWAmes,1Story,7,5,1998,Hip,Gd,Ex,1650,Y,SBrkr,1680,2,3,1,Gd,7,1,2,583,0,6,2009,WD,Normal,213250
544,120,4058,NAmes,SFoyer,7,5,1998,Gable,TA,Gd,723,Y,SBrkr,767,1,1,1,TA,4,0,1,367,0,6,2007,WD,Normal,133000
545,60,17104,Gilbert,2Story,7,5,2006,Gable,Gd,Gd,654,Y,SBrkr,1496,2,3,1,Gd,7,1,2,426,0,9,2006,New,Partial,179665
546,50,13837,NWAmes,1.5Fin,7,5,1988,Gable,Gd,Gd,1204,Y,SBrkr,2183,2,4,1,Gd,9,0,3,786,0,2,2006,WD,Normal,229000
547,50,8737,BrkSide,1.5Fin,6,7,1923,Gable,TA,Gd,1065,Y,FuseA,1635,1,3,1,TA,6,1,2,440,0,5,2007,WD,Normal,210000
548,85,7244,Mitchel,SFoyer,5,7,1970,Gable,TA,Gd,768,Y,SBrkr,768,1,2,1,TA,5,0,2,624,0,4,2007,WD,Normal,129500
549,20,8235,OldTown,1Story,5,7,1955,Gable,TA,TA,825,Y,SBrkr,825,1,2,1,TA,4,0,2,720,0,6,2008,WD,Normal,125000
550,60,9375,Somerst,2Story,7,5,2003,Gable,Gd,Gd,912,Y,SBrkr,2094,2,4,1,Gd,8,1,2,615,0,11,2009,WD,Normal,263000
551,120,4043,NPkVill,1Story,6,6,1977,Gable,TA,Gd,1069,Y,SBrkr,1069,2,2,1,TA,4,0,2,440,0,10,2008,COD,Abnorml,140000
552,20,6000,OldTown,1Story,5,6,1957,Hip,TA,TA,928,Y,FuseA,928,1,3,1,TA,5,0,1,288,0,6,2008,WD,Normal,112500
553,20,11146,NridgHt,1Story,8,5,2006,Gable,Gd,Ex,1709,Y,SBrkr,1717,2,3,1,Gd,7,1,3,908,0,7,2009,WD,Normal,255500
554,20,8777,Edwards,1Story,4,5,1949,Gable,TA,NA,0,Y,SBrkr,1126,2,2,1,Gd,5,0,2,520,0,5,2009,WD,Normal,108000
555,60,10625,NridgHt,2Story,7,5,2003,Gable,Gd,Gd,998,Y,SBrkr,2046,2,3,1,Gd,8,1,3,871,0,8,2008,WD,Normal,284000
556,45,6380,BrkSide,1.5Unf,5,6,1922,Gable,TA,TA,993,Y,FuseA,1048,1,2,1,TA,5,1,1,280,0,8,2006,WD,Normal,113000
557,20,14850,NAmes,1Story,5,5,1957,Gable,TA,TA,1092,Y,FuseA,1092,1,2,1,TA,6,1,1,299,0,5,2006,WD,Normal,141000
558,50,11040,IDOTRR,1.5Fin,4,6,1920,Gable,TA,TA,637,Y,SBrkr,1336,1,3,1,TA,7,0,1,570,0,9,2006,COD,Normal,108000
559,60,21872,Gilbert,2Story,7,5,1996,Gable,TA,Gd,729,Y,SBrkr,1446,2,3,1,TA,6,1,2,406,0,8,2008,WD,Normal,175000
560,120,3196,Blmngtn,1Story,7,5,2003,Gable,Gd,Gd,1374,Y,SBrkr,1557,2,2,1,Gd,7,1,2,420,0,10,2006,WD,Normal,234000
561,20,11341,Sawyer,1Story,5,6,1957,Hip,TA,Gd,1392,Y,SBrkr,1392,1,3,1,TA,5,1,2,528,0,5,2010,WD,Normal,121500
562,20,10010,Mitchel,1Story,5,5,1974,Gable,TA,Gd,1389,Y,SBrkr,1389,1,2,1,TA,6,1,2,418,0,4,2006,WD,Normal,170000
563,30,13907,Edwards,1Story,5,6,1940,Gable,TA,TA,996,Y,SBrkr,996,1,3,1,TA,6,1,0,0,0,7,2008,WD,Normal,108000
564,50,21780,Edwards,1.5Fin,6,7,1918,Gable,TA,Gd,1163,Y,SBrkr,1674,2,4,1,TA,8,1,2,396,0,7,2008,WD,Normal,185000
565,60,13346,NoRidge,2Story,7,5,1992,Gable,Gd,Gd,1095,Y,SBrkr,2295,2,4,1,Gd,9,1,2,590,0,7,2006,WD,Normal,268000
566,70,6858,SWISU,2Story,6,4,1915,Gable,TA,Gd,806,N,FuseF,1647,1,4,1,Fa,6,0,1,216,0,5,2010,WD,Normal,128000
567,60,11198,StoneBr,2Story,9,5,2005,Hip,Gd,Gd,1122,Y,SBrkr,2504,2,4,1,Ex,11,1,3,656,0,6,2008,WD,Normal,325000
568,20,10171,NridgHt,1Story,7,5,2004,Gable,Gd,Gd,1517,Y,SBrkr,1535,2,3,1,Gd,7,0,2,532,0,3,2010,WD,Normal,214000
569,50,12327,SawyerW,1.5Fin,8,8,1983,Gable,Gd,Gd,1496,Y,SBrkr,2132,1,1,1,Gd,5,1,2,612,0,9,2009,WD,Normal,316600
570,90,7032,NAmes,SFoyer,5,5,1979,Gable,TA,Gd,943,Y,SBrkr,943,1,2,1,TA,4,2,2,600,0,12,2006,WD,Normal,135960
571,90,13101,NAmes,1Story,5,5,1965,Gable,TA,TA,1728,Y,SBrkr,1728,2,6,2,TA,10,0,2,576,0,11,2008,WD,Normal,142600
572,20,7332,NAmes,1Story,6,6,1959,Gable,TA,TA,864,Y,SBrkr,864,1,2,1,Gd,4,0,1,288,0,10,2006,WD,Abnorml,120000
573,60,13159,Timber,2Story,7,5,2009,Gable,TA,Ex,846,Y,SBrkr,1692,2,3,1,Gd,6,0,2,650,0,7,2009,New,Partial,224500
574,80,9967,Gilbert,SLvl,7,5,2000,Gable,TA,Gd,384,Y,SBrkr,1430,2,3,1,TA,8,1,2,400,0,12,2007,WD,Normal,170000
575,80,10500,NAmes,SLvl,5,7,1971,Gambrel,TA,TA,372,Y,SBrkr,1109,1,3,1,TA,5,0,1,288,0,12,2007,WD,Normal,139000
576,50,8480,NAmes,1.5Fin,5,5,1947,Gable,TA,TA,832,Y,SBrkr,1216,1,2,1,TA,6,0,1,336,0,10,2008,COD,Abnorml,118500
577,50,6292,SWISU,1.5Fin,7,7,1928,Gable,TA,TA,861,Y,SBrkr,1477,2,3,1,TA,6,1,1,216,0,8,2009,WD,Normal,145000
578,80,11777,Sawyer,SLvl,5,6,1966,Gable,TA,TA,1164,Y,SBrkr,1320,1,3,1,TA,6,2,2,564,0,5,2006,WD,Abnorml,164500
579,160,3604,Somerst,2Story,7,5,2007,Gable,Gd,Gd,689,Y,SBrkr,1392,2,2,1,Gd,5,0,2,540,0,2,2008,WD,Abnorml,146000
580,50,12150,OldTown,1.5Fin,5,5,1954,Gable,TA,TA,1050,N,FuseF,1795,2,4,1,TA,7,0,1,352,0,11,2008,WD,Normal,131500
581,20,14585,NAmes,1Story,6,6,1960,Gable,TA,TA,1144,Y,SBrkr,1429,1,3,1,Gd,7,2,2,572,0,6,2007,WD,Normal,181900
582,20,12704,NridgHt,1Story,8,5,2008,Hip,Ex,Ex,2042,Y,SBrkr,2042,2,3,1,Ex,8,1,3,1390,0,8,2009,New,Partial,253293
583,90,11841,Edwards,SFoyer,6,5,1990,Gable,TA,Gd,816,Y,SBrkr,816,1,3,1,TA,5,0,0,0,0,5,2007,WD,Normal,118500
584,75,13500,OldTown,2.5Unf,10,9,1893,Gable,Ex,TA,1237,Y,SBrkr,2775,3,3,1,Gd,9,1,2,880,0,7,2008,WD,Normal,325000
585,50,6120,BrkSide,1.5Fin,4,7,1935,Gable,TA,TA,884,Y,SBrkr,1573,1,3,1,Gd,6,0,1,240,0,7,2009,WD,Normal,133000
586,20,11443,Timber,1Story,8,5,2005,Hip,Gd,Ex,1868,Y,SBrkr,2028,2,2,1,Gd,7,2,3,880,0,3,2006,New,Partial,369900
587,30,10267,BrkSide,1Story,6,7,1918,Gable,TA,TA,816,Y,SBrkr,838,1,2,1,Fa,5,0,1,275,0,5,2008,WD,Normal,130000
588,85,8740,Sawyer,SFoyer,5,6,1982,Hip,TA,TA,840,Y,SBrkr,860,1,2,1,TA,4,0,2,528,0,7,2009,WD,Normal,137000
589,20,25095,ClearCr,1Story,5,8,1968,Flat,TA,TA,1437,Y,SBrkr,1473,1,1,1,Ex,5,2,1,452,0,6,2009,WD,Partial,143000
590,40,9100,BrkSide,1Story,5,6,1930,Gable,TA,TA,742,Y,FuseA,935,1,2,1,TA,4,0,1,308,0,8,2008,WD,Normal,79500
591,60,8320,CollgCr,2Story,7,5,2004,Gable,Gd,Gd,770,Y,SBrkr,1582,2,3,1,Gd,6,0,2,520,0,9,2008,WD,Normal,185900
592,60,13478,NridgHt,2Story,10,5,2008,Gable,Ex,Ex,1722,Y,SBrkr,2296,2,3,1,Ex,10,1,3,842,0,6,2009,ConLI,Normal,451950
593,20,6600,Mitchel,1Story,5,8,1982,Gable,TA,TA,816,Y,SBrkr,816,1,2,1,TA,4,0,2,816,0,6,2008,WD,Normal,138000
594,120,4435,CollgCr,1Story,6,5,2003,Gable,Gd,Gd,848,Y,SBrkr,848,1,1,1,Gd,4,0,2,420,0,5,2009,WD,Normal,140000
595,20,7990,CollgCr,1Story,5,6,1975,Hip,TA,Gd,924,Y,SBrkr,924,1,3,1,TA,5,0,1,280,0,4,2008,WD,Normal,110000
596,20,11302,StoneBr,1Story,8,5,2005,Gable,Gd,Gd,1814,Y,SBrkr,1826,2,3,1,Gd,7,1,3,758,0,8,2006,New,Partial,319000
597,70,3600,OldTown,2Story,6,7,1910,Gable,TA,TA,684,N,FuseA,1368,1,3,1,TA,7,0,1,216,0,10,2006,WD,Normal,114504
598,120,3922,Blmngtn,1Story,7,5,2006,Gable,Gd,Ex,1258,Y,SBrkr,1402,0,2,1,Gd,7,1,3,648,0,2,2007,New,Partial,194201
599,20,12984,Crawfor,1Story,5,6,1977,Gable,TA,Gd,1430,Y,SBrkr,1647,2,3,1,Gd,7,1,2,621,0,3,2006,WD,Normal,217500
600,160,1950,Blueste,2Story,6,6,1980,Gable,TA,Gd,716,Y,SBrkr,1556,2,3,1,TA,6,1,2,452,0,7,2008,COD,Normal,151000
601,60,10927,NridgHt,2Story,8,5,2005,Gable,Gd,Gd,1058,Y,SBrkr,1904,2,3,1,Ex,8,1,2,736,0,6,2006,WD,Normal,275000
602,50,9000,IDOTRR,1.5Fin,6,6,1937,Gable,TA,TA,780,Y,SBrkr,1375,1,3,1,Gd,6,1,1,544,0,12,2007,WD,Normal,141000
603,60,10041,SawyerW,2Story,8,5,1992,Gable,Gd,Gd,908,Y,SBrkr,1915,2,3,1,Gd,8,1,2,506,0,2,2006,WD,Abnorml,220000
604,160,3182,Somerst,2Story,7,5,2004,Gable,Gd,Gd,600,Y,SBrkr,1200,2,2,1,Gd,4,0,2,480,0,6,2010,WD,Normal,151000
605,20,12803,CollgCr,1Story,7,5,2002,Gable,Gd,Gd,1494,Y,SBrkr,1494,2,3,1,Gd,6,1,2,530,0,9,2008,WD,Normal,221000
606,60,13600,NAmes,2Story,7,6,1965,Gable,TA,TA,768,Y,SBrkr,1986,2,3,1,TA,7,3,2,486,0,10,2009,WD,Normal,205000
607,20,12464,CollgCr,1Story,5,5,1996,Gable,TA,Gd,1040,Y,SBrkr,1040,1,3,1,Gd,6,0,2,576,0,11,2009,WD,Normal,152000
608,20,7800,Edwards,2Story,5,8,1948,Gable,TA,TA,896,Y,SBrkr,2008,3,3,1,Ex,8,0,1,230,0,8,2006,WD,Normal,225000
609,70,12168,Crawfor,2Story,8,6,1934,Gable,TA,Gd,965,Y,SBrkr,3194,2,4,1,TA,10,2,2,380,0,9,2007,WD,Alloca,359100
610,20,7943,Sawyer,1Story,4,5,1961,Gable,TA,TA,1029,Y,SBrkr,1029,1,3,1,TA,5,0,1,261,0,4,2007,WD,Normal,118500
611,60,11050,CollgCr,2Story,9,5,2000,Hip,Gd,Ex,1440,Y,SBrkr,2153,2,3,1,Ex,8,2,3,736,0,5,2009,WD,Normal,313000
612,80,10395,NWAmes,SLvl,6,6,1978,Gable,TA,Gd,1032,Y,SBrkr,1032,2,3,1,TA,6,1,2,564,0,7,2007,WD,Normal,148000
613,60,11885,CollgCr,2Story,8,5,2001,Gable,Gd,Gd,1299,Y,SBrkr,1872,2,3,1,Ex,7,1,2,531,0,11,2009,WD,Normal,261500
614,20,8402,Mitchel,1Story,5,5,2007,Gable,TA,Gd,1120,Y,SBrkr,1120,1,3,1,TA,6,0,0,0,0,12,2007,New,Partial,147000
615,180,1491,MeadowV,SFoyer,4,6,1972,Gable,TA,Gd,630,Y,SBrkr,630,1,1,1,TA,3,0,0,0,0,5,2010,WD,Normal,75500
616,85,8800,NAmes,SFoyer,6,7,1963,Gable,TA,TA,936,Y,SBrkr,1054,1,3,1,Gd,6,0,2,480,0,5,2010,WD,Abnorml,137500
617,60,7861,Gilbert,2Story,6,5,2002,Gable,Gd,Gd,783,Y,SBrkr,1509,2,3,1,Gd,7,1,2,393,0,6,2006,WD,Normal,183200
618,45,7227,NAmes,1.5Unf,6,6,1954,Gable,TA,TA,832,Y,SBrkr,832,1,2,1,Gd,4,0,2,528,0,6,2008,WD,Normal,105500
619,20,11694,NridgHt,1Story,9,5,2007,Hip,Ex,Ex,1822,Y,SBrkr,1828,2,3,1,Gd,9,1,3,774,0,7,2007,New,Partial,314813
620,60,12244,Timber,2Story,8,5,2003,Hip,Gd,Gd,1482,Y,SBrkr,2262,2,4,1,Gd,10,2,3,749,0,8,2008,WD,Normal,305000
621,30,8248,Edwards,1Story,3,3,1914,Gable,TA,TA,864,N,FuseF,864,1,2,1,TA,5,0,0,0,0,9,2008,WD,Normal,67000
622,60,10800,NWAmes,2Story,6,7,1974,Gable,TA,TA,1522,Y,SBrkr,2614,2,4,1,TA,9,1,2,624,0,6,2008,WD,Normal,240000
623,20,7064,Sawyer,1Story,5,6,1977,Gable,TA,TA,980,Y,SBrkr,980,1,3,1,TA,6,0,2,484,0,7,2009,WD,Normal,135000
624,160,2117,Somerst,2Story,6,5,2000,Gable,Gd,Gd,756,Y,SBrkr,1512,2,2,1,Gd,4,1,2,440,0,6,2007,WD,Normal,168500
625,60,10400,NWAmes,2Story,6,5,1972,Gable,TA,TA,732,Y,SBrkr,1790,1,4,1,TA,8,1,2,484,0,11,2006,WD,Normal,165150
626,20,10000,NAmes,1Story,6,6,1962,Hip,TA,TA,1116,Y,SBrkr,1116,1,3,1,TA,5,0,2,440,0,2,2010,WD,Normal,160000
627,20,12342,NAmes,1Story,5,5,1960,Hip,TA,TA,978,Y,SBrkr,1422,1,3,1,TA,6,1,1,286,0,8,2007,WD,Normal,139900
628,80,9600,NAmes,SLvl,6,6,1955,Gable,TA,TA,1156,Y,SBrkr,1520,1,3,1,TA,7,2,1,364,0,3,2010,WD,Normal,153000
629,60,11606,NAmes,2Story,5,5,1969,Gable,TA,Gd,1040,Y,SBrkr,2080,1,5,1,Fa,9,2,2,504,0,9,2007,WD,Family,135000
630,80,9020,NAmes,SLvl,6,5,1964,Gable,TA,TA,1248,Y,SBrkr,1350,1,3,1,TA,6,0,2,520,0,6,2008,WD,Normal,168500
631,70,9000,OldTown,2Story,5,6,1880,Gable,TA,Fa,636,Y,FuseA,1750,1,3,1,Ex,8,0,1,240,0,6,2006,WD,Abnorml,124000
632,120,4590,NridgHt,1Story,8,5,2006,Gable,Gd,Gd,1554,Y,SBrkr,1554,2,2,1,Gd,6,1,2,627,0,8,2007,WD,Normal,209500
633,20,11900,NWAmes,1Story,7,5,1977,Hip,TA,TA,1386,Y,SBrkr,1411,2,3,1,TA,6,1,2,544,0,4,2009,WD,Family,82500
634,20,9250,NAmes,1Story,5,7,1954,Gable,TA,TA,1056,Y,SBrkr,1056,1,3,1,TA,6,0,1,260,0,7,2007,WD,Normal,139400
635,90,6979,OldTown,SFoyer,6,5,1980,Gable,TA,TA,1056,Y,SBrkr,1056,0,0,2,TA,4,0,2,576,0,6,2010,WD,Normal,144000
636,190,10896,SWISU,2.5Fin,6,7,1914,Hip,Fa,TA,1440,Y,FuseA,3395,2,8,2,Fa,14,0,0,0,0,3,2007,WD,Abnorml,200000
637,30,6120,BrkSide,1Story,2,3,1936,Gable,Fa,TA,264,N,FuseA,800,1,1,1,Fa,4,1,0,0,0,1,2009,ConLw,Normal,60000
638,190,6000,OldTown,1.5Fin,5,4,1954,Gable,TA,TA,811,Y,FuseA,1387,2,3,2,Gd,7,0,1,256,0,11,2009,WD,Normal,93000
639,30,8777,Edwards,1Story,5,7,1910,Gable,TA,Fa,796,Y,FuseA,796,1,2,1,TA,4,0,0,0,0,5,2008,WD,Normal,85000
640,120,3982,Blmngtn,1Story,8,5,2006,Hip,Gd,Gd,1520,Y,SBrkr,1567,2,1,1,Ex,7,1,3,648,0,10,2006,New,Partial,264561
641,120,12677,NridgHt,1Story,8,5,2003,Hip,Ex,Ex,1518,Y,SBrkr,1518,1,1,1,Ex,6,1,2,588,0,4,2008,WD,Normal,274000
642,60,7050,Somerst,2Story,7,5,2001,Gable,Gd,Gd,1057,Y,SBrkr,1929,2,3,1,Gd,7,1,2,650,0,5,2007,WD,Normal,226000
643,80,13860,NAmes,SLvl,8,7,1972,Gable,Gd,Gd,1952,Y,SBrkr,2704,2,4,1,Ex,9,3,2,538,0,7,2009,WD,Normal,345000
644,60,10793,NWAmes,2Story,5,5,1969,Mansard,TA,TA,780,Y,SBrkr,1620,2,4,1,TA,7,0,2,462,0,4,2007,WD,Normal,152000
645,20,9187,Somerst,1Story,9,5,2009,Gable,Ex,Ex,1766,Y,SBrkr,1766,2,2,1,Ex,7,1,3,478,0,10,2009,New,Partial,370878
646,20,10530,NAmes,1Story,6,5,1971,Hip,TA,TA,981,Y,SBrkr,981,1,3,1,TA,5,0,2,576,0,3,2007,WD,Normal,143250
647,20,7200,NAmes,1Story,5,5,1950,Hip,TA,NA,0,Y,SBrkr,1048,1,3,1,TA,7,0,2,420,0,7,2008,WD,Normal,98300
648,20,10452,Edwards,1Story,6,5,1953,Hip,TA,TA,1094,Y,SBrkr,1094,1,3,1,TA,5,2,2,495,0,6,2008,WD,Normal,155000
649,60,7700,NAmes,2Story,6,5,1966,Gable,TA,TA,756,Y,SBrkr,1839,1,4,1,TA,7,1,2,442,0,6,2010,WD,Normal,155000
650,180,1936,MeadowV,SFoyer,4,6,1970,Gable,TA,Gd,630,Y,SBrkr,630,1,1,1,TA,3,0,0,0,0,12,2007,WD,Normal,84500
651,60,8125,Somerst,2Story,7,6,2007,Gable,Gd,Gd,813,Y,SBrkr,1665,2,3,1,Gd,7,0,2,562,0,5,2008,WD,Normal,205950
652,70,9084,Edwards,2Story,4,5,1940,Gable,TA,TA,755,Y,SBrkr,1510,1,4,1,TA,7,1,1,296,0,10,2009,WD,Normal,108000
653,60,8750,CollgCr,2Story,7,5,1996,Gable,Gd,Gd,880,Y,SBrkr,1716,2,2,1,Gd,7,1,2,512,0,7,2009,WD,Normal,191000
654,50,10320,IDOTRR,1.5Fin,6,7,1906,Gable,TA,TA,756,Y,SBrkr,1469,1,3,1,TA,7,0,1,216,0,6,2008,WD,Normal,135000
